,Filename,Questions,Interviewerin,Arzt
96,"77_Mutante, Schnelltests, Medikamente.pdf","Also die große Frage, die alle umtreibt: Wirkt eine Impfung auch gegen eine Ausbreitung des Virus? Sind solche Berichte erwartbar, also den Daten aus den Zulassungsstudien zufolge? Oder sagen Sie, das ist vielleicht doch beunruhigend?– dem Paul-Ehrlich-Institut, der zuständigen Bundesbehörde für Impfstoffe–Weil es dann keine bekannte Impfreaktion sein könnte? Ist es denn bei beiden Impfstoffen, AstraZeneca und Biontech/Pfizer beziehungsweise Moderna so, dass Ältere weniger betroffen sind von so heftigen Impfreaktionen als Jüngere? Die Frage stellt sich, warum ist das so? Aber warum? Ist es eine schnellere Übertragung? Gibt es mehr Virus? Sind Infizierte länger ansteckend? Und offenbar, Frau Ciesek, gibt es da einen Unterschied in der Frage: Wie lange bleibt das Virus? Aber wichtig wäre ja nach wie vor auch zu wissen, welche Menge Virus ist überhaupt nötig mindestens, um eine Infektion in Gang zu bringen? Wie sinnvoll ist das als Maßnahme im Infektionsgeschehen als Public-Health-Maßnahme?TESTS SIND WICHTIGES WERKZEUGWürde es denn in Schulen zum Beispiel Sinn ergeben, die Teststrategie noch ein bisschen elaborierter danach auszurichten, wo es Kontaktnetzwerke gibt? Also Oberstufen im Kurssystem zum Beispiel, dass man nicht nur nach den unmittelbaren Kontaktpersonen guckt, wenn einer infiziert ist, sondern ganz verschiedene Übertragungsmöglichkeiten berücksichtigt? Oder wäre das zu komplex aus Ihrer Sicht?Heißt das auch, man müsste sich genau überlegen, in welcher Phase der Pandemie man solche Schnelltests so breit gestreut einsetzt? Wie wichtig ist es denn für so ein Gesamtbild, dass Abstriche fehlerfrei gemacht werden? Da gab es ganz viele Fragen zu, bei den Apothekern angefangen, aber auch bis dahin: Wie oft könnte man das machen? Wer bezahlt das alles? März in Apotheken hat der Gesundheitsminister, glaube ich, schon so ein bisschen relativiert wegen der Frage: Wie bei weit baut man Schnelltests in Schulen ein? Gibt es überhaupt genug Kapazitäten, Schnelltests in großer Zahl herzustellen? Die große Frage: Was können denn Medikamente leisten? Also kann ich eine Infektion auch noch Das ist aber ein ganz wichtiger Hinweis, wenn man jetzt hier zuhört und denkt: Wow, tolles Nasenspray, wo kann ich das kaufen? Da hat ein Physiker der Universität Hamburg ein umfangreiches Dokument veröffentlicht zur Frage nach dem Ursprung des Coronavirus, also die nach wie vor ungeklärte Frage: Wie kam das Virus in die Welt? Ist es vielleicht doch keine Zoonose von der Fledermaus über einen Zwischenwirt auf den Menschen? Ist das Virus zu Forschungszwecken in einem Labor in Wuhan hergestellt worden und durch einen Unfall zum Beispiel nach draußen gedrungen? Zum einen was ist das überhaupt für ein Dokument? Ist das eine richtige Studie? Aber auch, was hat es mit der Laborthese eigentlich auf sich? Ist die wirklich völlig abwegig? Was meinen Sie aber, Frau Ciesek, ist das der richtige Gedanke? Ist die trotz allem noch nicht vom Tisch? Muss man dann trotzdem sagen, das kann man doch nicht verwerfen?",KORINNA HENNIG,SANDRA CIESEK
97,78_Die Uhr tickt - Skript herunterladen.pdf,"Wenn man das mal vorsichtig  betrachtet und wir versuchen, Zeit zu gewinnen, ist das also nicht der richtige Weg für Deutschland weiterhin? Würde es denn da nach Ihrer Einschätzung mehr bringen, wenn man das maximal ausreizt, weil es schneller und pragmatischer ist? Meine Ausgangsfrage vorhin war:  Wenn wir viel erreichen wollen, können wir das denn schon erreichen, wenn wir diesen Maximal abstand, den die Zulassung der EMA, der Europäischen Arzneimittelagentur, hergibt, ausreizen, also nicht den englischen Weg wählen und außerhalb der Zulassung uns bewegen? Kann man damit schon viel erreichen aus Ihrer Einschätzung? Da geht es also noch mal schneller.Wobei dieser Effekt der Bevölkerungsimmunität, das haben Sie einmal kurz angedeutet, um diesen ganzen Komplex mal abzuschließen, ja schon auch eine Rolle spielt in der Frage: Wer hat wie viele Kontakte von denen, die da geimpft werden? Also zum Beispiel die Frage: Gibt es einen Replikationsvorteil bei der Mutante? Also kann sich das Virus schneller vermehren als der ursprüngliche Virustyp, den wir kennen? Wie genau kann man das untersuchen? Das heißt, es geht um die Frage, gibt es hier doch ein Immunescape? Also weicht die Variante der Immunantwort nach Impfung oder überstandener Infektion aus? Wie sieht es da aus mit diesem Neutralisationseffekt? Machen Ihnen diese Varianten eigentlich  Sorgen?",KORINNA HENNIG,CHRISTIAN DROSTEN
98,78_Die Uhr tickt.pdf,"Wenn man das mal vorsichtig  betrachtet und wir versuchen, Zeit zu gewinnen, ist das also nicht der richtige Weg für Deutschland weiterhin? Würde es denn da nach Ihrer Einschätzung mehr bringen, wenn man das maximal ausreizt, weil es schneller und pragmatischer ist? Meine Ausgangsfrage vorhin war:  Wenn wir viel erreichen wollen, können wir das denn schon erreichen, wenn wir diesen Maximal abstand, den die Zulassung der EMA, der Europäischen Arzneimittelagentur, hergibt, ausreizen, also nicht den englischen Weg wählen und außerhalb der Zulassung uns bewegen? Kann man damit schon viel erreichen aus Ihrer Einschätzung? Da geht es also noch mal schneller.Wobei dieser Effekt der Bevölkerungsimmunität, das haben Sie einmal kurz angedeutet, um diesen ganzen Komplex mal abzuschließen, ja schon auch eine Rolle spielt in der Frage: Wer hat wie viele Kontakte von denen, die da geimpft werden? Also zum Beispiel die Frage: Gibt es einen Replikationsvorteil bei der Mutante? Also kann sich das Virus schneller vermehren als der ursprüngliche Virustyp, den wir kennen? Wie genau kann man das untersuchen? Das heißt, es geht um die Frage, gibt es hier doch ein Immunescape? Also weicht die Variante der Immunantwort nach Impfung oder überstandener Infektion aus? Wie sieht es da aus mit diesem Neutralisationseffekt? Machen Ihnen diese Varianten eigentlich  Sorgen?",KORINNA HENNIG,CHRISTIAN DROSTEN
99,79_Angriffspunkte für das Virus - Skript herunterladen.pdf,"Wir starten mit der Frage: Welchen Zusammenhang es gibt zwischen der Blutgruppe und einer Infektion mit SARSCoV-2? Wir haben es hier im Podcast auch schon behandelt, aber vielleicht können Sie uns noch mal ins Gedächtnis rufen, Frau Ciesek, wie läuft eine Infektion mit SARS-CoV-2 ab? Ich würde die Frage jetzt aber einfach mal erweitern und sagen: Haben wir vielleicht was übersehen? Wenn wir uns alle fleißig mit Masken schützen, kann es nicht sein, dass sich das Virus einen anderen Weg sucht, zum Beispiel durch die Augen?",BEKE SCHULMANN,SANDRA CIESEK
100,79_Angriffspunkte für das Virus.pdf,"Wir starten mit der Frage: Welchen Zusammenhang es gibt zwischen der Blutgruppe und einer Infektion mit SARSCoV-2? Wir haben es hier im Podcast auch schon behandelt, aber vielleicht können Sie uns noch mal ins Gedächtnis rufen, Frau Ciesek, wie läuft eine Infektion mit SARS-CoV-2 ab? Ich würde die Frage jetzt aber einfach mal erweitern und sagen: Haben wir vielleicht was übersehen? Wenn wir uns alle fleißig mit Masken schützen, kann es nicht sein, dass sich das Virus einen anderen Weg sucht, zum Beispiel durch die Augen?",BEKE SCHULMANN,SANDRA CIESEK
101,7_Es ist nicht die Zeit für Egoismus.pdf,"Wie erklären Sie sich, dass die Infektionszahlen in Italien so rapide ansteigen? Gibt es spezielle Parameter, die eine Rolle spielen könnten?",KORINNA HENNIG,CHRISTIAN DROSTEN
102,80_Dritte Welle ohne Impfung nicht beherrschbar - Skript herunterladen.pdf,"Sind das überhaupt tatsächlich Verdachtsfälle in Bezug auf die Impfung? Ganz theoretisch gedacht, wenn wir uns die Sorgen der Laien angucken, ist es eigentlich denkbar, dass so ein spezielles Problem auch mit dem Impfprinzip zu tun hat, also dass das ein spezielles Problem von Vektorimpfstoffen sein könnte? Oder kann man dazu noch gar nichts sagen? Johnson & Johnson ist auch ein Vektor-Impfstoff und der hat nun eine Zulassung bekommen.Was man an der Impfreaktion auch sieht.NORMALE IMPFREAKTIONENDas wird ja aber auch dann wieder zu einer wissenschaftlichen Fragestellung, wenn man sich überlegt, was tut man in dieser Situation? Verschärft das alles Ihre Einschätzung auch noch mal deutlich, was die Prognose der Neuinfektionen für die nächsten Wochen angeht? Ist das nach wie vor eine gute Nachricht? Oder müssen Sie da Wasser in den Wein gießen? Also die Frage: Ist die Variante auch gefährlicher, was ihre Funktion angeht? Also macht sie schwerere Verläufe? Steigt mit der Mutante das Risiko, im Fall einer Infektion zu sterben? Das ist mittlerweile rausgerechnet, oder?Gibt es denn noch mögliche Einschränkungen in der Interpretation dieser Daten? Also zum Beispiel, was wäre, wenn die Mutante grundsätzlich erst mal selte ner Symptome macht, aber im Fall des Falles dann kränker? Würde man dann wieder ein Fragezeichen daran setzen müssen? Habe ich das so richtig erklärt?",KORINNA HENNIG,CHRISTIAN DROSTEN
103,80_Dritte Welle ohne Impfung nicht beherrschbar.pdf,"Sind das überhaupt tatsächlich Verdachtsfälle in Bezug auf die Impfung? Ganz theoretisch gedacht, wenn wir uns die Sorgen der Laien angucken, ist es eigentlich denkbar, dass so ein spezielles Problem auch mit dem Impfprinzip zu tun hat, also dass das ein spezielles Problem von Vektorimpfstoffen sein könnte? Oder kann man dazu noch gar nichts sagen? Johnson & Johnson ist auch ein Vektor-Impfstoff und der hat nun eine Zulassung bekommen.Was man an der Impfreaktion auch sieht.NORMALE IMPFREAKTIONENDas wird ja aber auch dann wieder zu einer wissenschaftlichen Fragestellung, wenn man sich überlegt, was tut man in dieser Situation? Verschärft das alles Ihre Einschätzung auch noch mal deutlich, was die Prognose der Neuinfektionen für die nächsten Wochen angeht? Ist das nach wie vor eine gute Nachricht? Oder müssen Sie da Wasser in den Wein gießen? Also die Frage: Ist die Variante auch gefährlicher, was ihre Funktion angeht? Also macht sie schwerere Verläufe? Steigt mit der Mutante das Risiko, im Fall einer Infektion zu sterben? Das ist mittlerweile rausgerechnet, oder?Gibt es denn noch mögliche Einschränkungen in der Interpretation dieser Daten? Also zum Beispiel, was wäre, wenn die Mutante grundsätzlich erst mal selte ner Symptome macht, aber im Fall des Falles dann kränker? Würde man dann wieder ein Fragezeichen daran setzen müssen? Habe ich das so richtig erklärt?",KORINNA HENNIG,CHRISTIAN DROSTEN
104,"81_AstraZeneca, Kurz-Lockdown und PIMS-Syndrom - Skript herunterladen.pdf","Was müssen wir wissen und was können wir schon wissen über die seltene Form der Thrombose, die im Zusammenhang mit der Impfung aufgefallen ist? Was folgt daraus? Rein epidemiologisch gesehen, was kann das bringen? Wie erleben Sie eigentlich die Stimmung unter den Kollegen, die immer mal wieder Politikberatungen machen? Was passiert da?SINUSVENENTHROMBOSE-SYMPTOMEDas ist aber schwierig, zu diagnostizieren, oder? Inwiefern kann man da auch Zusammenhänge oder Analogien zu anderen Impfungen ziehen, also zum Beispiel bei der Masern-Impfung?WORAUF GEIMPFTE ACHTEN SOLLTENSehen Sie das eigentlich schon in der Klinik? Wenn wir uns mal die Frage vornehmen, was folgt aus dem, was man bisher weiß? Wie ist das aus der praktischen ärztlichen Sicht, gerade auch im Zeitverlauf der Pandemie? Können Sie diese allgemeinen Erkenntnisse aus den Studien auch bestätigen? Da hatte das noch keinen Namen, beziehungsweise kam dann ein anderer Name auf: MISC Œ —Multisystem Inflammatory Wie alt sind die Betroffenen? Was genau passiert da? Das ist aber mit deutlicher Verzögerung zu sehen, oder? Wenn man das versucht, für den Laien einzuordnen, so eine Überreaktion, die da stattfindet, wie vergleichbar ist das mit dem, was wir von komplizierten Covid19Verläufen bei Erwachsenen kennen? Ist es denn auch denkbar, dass, wenn man das vielleicht falsch einschätzt, dass das wie bei einer Infektion von selber abheilt? Aber es ist mir nicht bekannt, dass das so wäre.PIMS-PATIENTEN SOLLTEN SCHNELL BEHANDELT WERDENWie wichtig ist es denn, dass die Fälle rechtzeitig zu  Ihnen kommen? Wir für uns haben so einen Algorithmus erstellt, dass wir Immunglobuline geben, zwölf Stunden warten, und wenn sich keine Besserung ergeben hat, dass wir dann das Cortison geben.Wie schnell wirkt denn eine Therapie? Nicht nur mit den Antikörpern, sondern auch mit Cortison? Die haben sich sozusagen als Endpunkt angeschaut: Wie lange haben die Patienten noch weiter gefiebert? Dass die Patienten, die vorher zum Teil tatsächlich lebensbedrohlich erkrankt waren und sehr hohe Dosen an kreislaufunterstützenden Medikamenten benötigt haben, dass man diese Dosen innerhalb von zwei bis drei Tagen eigentlich komplett nicht mehr gebraucht hat.Gibt es Langzeitschäden? Was wissen Sie darüber, wie häufig das weltweit schon aufgetreten ist? Letztendlich brauchen wir die Studien, die uns sagen, wie gut wird eine Impfung vertragen und wie gut wirkt sie auch? Richtig?",KORINNA HENNIG,SANDRA CIESEK
105,"81_AstraZeneca, Kurz-Lockdown und PIMS-Syndrom.pdf","Was müssen wir wissen und was können wir schon wissen über die seltene Form der Thrombose, die im Zusammenhang mit der Impfung aufgefallen ist? Was folgt daraus? Rein epidemiologisch gesehen, was kann das bringen? Wie erleben Sie eigentlich die Stimmung unter den Kollegen, die immer mal wieder Politikberatungen machen? Was passiert da?SINUSVENENTHROMBOSE-SYMPTOMEDas ist aber schwierig, zu diagnostizieren, oder? Inwiefern kann man da auch Zusammenhänge oder Analogien zu anderen Impfungen ziehen, also zum Beispiel bei der Masern-Impfung?WORAUF GEIMPFTE ACHTEN SOLLTENSehen Sie das eigentlich schon in der Klinik? Wenn wir uns mal die Frage vornehmen, was folgt aus dem, was man bisher weiß? Wie ist das aus der praktischen ärztlichen Sicht, gerade auch im Zeitverlauf der Pandemie? Können Sie diese allgemeinen Erkenntnisse aus den Studien auch bestätigen? Da hatte das noch keinen Namen, beziehungsweise kam dann ein anderer Name auf: MISC Œ —Multisystem Inflammatory Wie alt sind die Betroffenen? Was genau passiert da? Das ist aber mit deutlicher Verzögerung zu sehen, oder? Wenn man das versucht, für den Laien einzuordnen, so eine Überreaktion, die da stattfindet, wie vergleichbar ist das mit dem, was wir von komplizierten Covid19Verläufen bei Erwachsenen kennen? Ist es denn auch denkbar, dass, wenn man das vielleicht falsch einschätzt, dass das wie bei einer Infektion von selber abheilt? Aber es ist mir nicht bekannt, dass das so wäre.PIMS-PATIENTEN SOLLTEN SCHNELL BEHANDELT WERDENWie wichtig ist es denn, dass die Fälle rechtzeitig zu  Ihnen kommen? Wir für uns haben so einen Algorithmus erstellt, dass wir Immunglobuline geben, zwölf Stunden warten, und wenn sich keine Besserung ergeben hat, dass wir dann das Cortison geben.Wie schnell wirkt denn eine Therapie? Nicht nur mit den Antikörpern, sondern auch mit Cortison? Die haben sich sozusagen als Endpunkt angeschaut: Wie lange haben die Patienten noch weiter gefiebert? Dass die Patienten, die vorher zum Teil tatsächlich lebensbedrohlich erkrankt waren und sehr hohe Dosen an kreislaufunterstützenden Medikamenten benötigt haben, dass man diese Dosen innerhalb von zwei bis drei Tagen eigentlich komplett nicht mehr gebraucht hat.Gibt es Langzeitschäden? Was wissen Sie darüber, wie häufig das weltweit schon aufgetreten ist? Letztendlich brauchen wir die Studien, die uns sagen, wie gut wird eine Impfung vertragen und wie gut wirkt sie auch? Richtig?",KORINNA HENNIG,SANDRA CIESEK
106,82_Die Lage ist ernst - Skript herunterladen.pdf,"Viele Hörerinnen und Hörer haben sich dazu eine Einschätzung von Ihnen gewünscht zur aktuellen Lage und damit auch verbunden mit der Frage: Was wäre epidemiologisch gesehen ein guter Weg? Können wir die Welle noch aufhalten? Wie müsste ein solcher Holzhammer-Lockdown denn aussehen? Zwei Wochen alles öffentliche Leben herunterfahren, Geschäfte schließen, so viel wie möglich Homeoffice? Was ist davon zu halten? Beziehungsweise, was haben wir davon?",BEKE SCHULMANN,CHRISTIAN DROSTEN
107,82_Die Lage ist ernst.pdf,"Viele Hörerinnen und Hörer haben sich dazu eine Einschätzung von Ihnen gewünscht zur aktuellen Lage und damit auch verbunden mit der Frage: Was wäre epidemiologisch gesehen ein guter Weg? Können wir die Welle noch aufhalten? Wie müsste ein solcher Holzhammer-Lockdown denn aussehen? Zwei Wochen alles öffentliche Leben herunterfahren, Geschäfte schließen, so viel wie möglich Homeoffice? Was ist davon zu halten? Beziehungsweise, was haben wir davon?",BEKE SCHULMANN,CHRISTIAN DROSTEN
108,83_Impfeffekt noch nicht in Sicht - Skript herunterladen.pdf,"Gibt Ihnen das Anlass zur Hoffnung? Sie haben die Tests angesprochen und auch die Frage: Wo stehen wir überhaupt bei den Kontakten? Wie viele Kontakte haben wir schon reduziert? Damit hängt aber auch die Frage zusammen: Was können Ausgangssperren bewirken? In einer vergangenen Podcast-Folge haben meine Kollegin Beke Schulmann und Christian Drosten auch einen Blick auf diese sogenannten Modellregionen  Mit —Masken tragen im Restaurantﬁ ist laut CDC dann auch gemeint, dass, wenn man am Tisch sitzt und  gerade nicht isst oder trinkt, dass man dann da tatsächlich auch die Maske aufbehält.Diese Rechnungen, von denen Sie jetzt zum Beispiel gerade berichtet haben, die sind aber schon ein bisschen vereinfacht, muss man sagen, oder? Halten Sie das für sinnvoll? Oder geht das zu weit? Was meinen Sie? Warum diese Altersgrenze, Frau Ciesek, kann man das erklären? Es gibt aber noch keine richtig belastbaren Studiendaten,  oder? Haben Sie einen neuen  Erklärungsansatz dafür, warum es im europäischen Vergleich so ein ungleiches Bild gibt, soweit wir wissen? Also warum aus England zum Beispiel wenig Fälle gemeldet wurden? Können Sie das für uns einordnen, wie viel niedriger und was das aussagen kann? Wie wichtig sind solche Tests von Reiserückkehrern und wie viel können die überhaupt bringen, auch ohne Quarantäneauflagen? Die Varianten, die da beobachtet wurden, waren aber allesamt keine, die für besondere Beunruhigung bei Ihnen gesorgt haben.Wenn wir jetzt vorausblicken, Frau Ciesek, und uns fragen: Was können wir tun? Das heißt, wir kommen zurück zu dem Gedanken Brücken Lockdown und vielleicht auch zu der  Frage: Kann man an den Reiseregelungen noch was tun? Haben Sie nach wie vor Hoffnung, dass wir das Virus eindämmen können, wenn wir nur die entscheidenden Maßnahmen ergreifen?",KORINNA HENNIG,SANDRA CIESEK
109,83_Impfeffekt noch nicht in Sicht.pdf,"Gibt Ihnen das Anlass zur Hoffnung? Sie haben die Tests angesprochen und auch die Frage: Wo stehen wir überhaupt bei den Kontakten? Wie viele Kontakte haben wir schon reduziert? Damit hängt aber auch die Frage zusammen: Was können Ausgangssperren bewirken? In einer vergangenen Podcast-Folge haben meine Kollegin Beke Schulmann und Christian Drosten auch einen Blick auf diese sogenannten Modellregionen  Mit —Masken tragen im Restaurantﬁ ist laut CDC dann auch gemeint, dass, wenn man am Tisch sitzt und  gerade nicht isst oder trinkt, dass man dann da tatsächlich auch die Maske aufbehält.Diese Rechnungen, von denen Sie jetzt zum Beispiel gerade berichtet haben, die sind aber schon ein bisschen vereinfacht, muss man sagen, oder? Halten Sie das für sinnvoll? Oder geht das zu weit? Was meinen Sie? Warum diese Altersgrenze, Frau Ciesek, kann man das erklären? Es gibt aber noch keine richtig belastbaren Studiendaten,  oder? Haben Sie einen neuen  Erklärungsansatz dafür, warum es im europäischen Vergleich so ein ungleiches Bild gibt, soweit wir wissen? Also warum aus England zum Beispiel wenig Fälle gemeldet wurden? Können Sie das für uns einordnen, wie viel niedriger und was das aussagen kann? Wie wichtig sind solche Tests von Reiserückkehrern und wie viel können die überhaupt bringen, auch ohne Quarantäneauflagen? Die Varianten, die da beobachtet wurden, waren aber allesamt keine, die für besondere Beunruhigung bei Ihnen gesorgt haben.Wenn wir jetzt vorausblicken, Frau Ciesek, und uns fragen: Was können wir tun? Das heißt, wir kommen zurück zu dem Gedanken Brücken Lockdown und vielleicht auch zu der  Frage: Kann man an den Reiseregelungen noch was tun? Haben Sie nach wie vor Hoffnung, dass wir das Virus eindämmen können, wenn wir nur die entscheidenden Maßnahmen ergreifen?",KORINNA HENNIG,SANDRA CIESEK
110,84_Nicht auf Tests und Impfungen verlassen - Skript herunterladen.pdf,,,
111,84_Nicht auf Tests und Impfungen verlassen.pdf,,,
112,85_Risiken und Nebenwirkungen - Skript herunterladen.pdf,"Weiß man da schon mehr, außer dass die Blutgerinnsel in zeitlichem Zusammenhang mit der Impfung stehen? Sollte man den vielUnd was bedeutet das jetzt für Deutschland? Für die Impfkampagne? Wie haben die das untersucht? Wie sehen denn da die Ergebnisse aus? Aber wie ist das? Gibt es jetzt auch Fälle von erneut Erkrankten? Haben Sie die Beobachtung auch gemacht? Haben Sie im Rahmen Ihrer Studien zum Beispiel mit Kindern und Lehrern das beobachtet? Wie wäre dann aber der richtige Umgang mit solchen Schnelltest? Sprich, wie kann Covid19 behandelt werden? Aber die Frage ist: Kann man nicht sich einfach auch auf den Balkon setzen und sich in die Sonne setzen? Würde das nicht vielleicht auch guttun? War der Effekt zu klein oder zu unsicher? Was ist Budesonid genau?Also Patienten, die keine Asthma-Patientinnen und Patienten sind.ANTIVIRALE WIRKUNG VON STEROIDENWas wäre das?",BEKE SCHULMANN,SANDRA CIESEK
113,85_Risiken und Nebenwirkungen.pdf,"Weiß man da schon mehr, außer dass die Blutgerinnsel in zeitlichem Zusammenhang mit der Impfung stehen? Sollte man den vielUnd was bedeutet das jetzt für Deutschland? Für die Impfkampagne? Wie haben die das untersucht? Wie sehen denn da die Ergebnisse aus? Aber wie ist das? Gibt es jetzt auch Fälle von erneut Erkrankten? Haben Sie die Beobachtung auch gemacht? Haben Sie im Rahmen Ihrer Studien zum Beispiel mit Kindern und Lehrern das beobachtet? Wie wäre dann aber der richtige Umgang mit solchen Schnelltest? Sprich, wie kann Covid19 behandelt werden? Aber die Frage ist: Kann man nicht sich einfach auch auf den Balkon setzen und sich in die Sonne setzen? Würde das nicht vielleicht auch guttun? War der Effekt zu klein oder zu unsicher? Was ist Budesonid genau?Also Patienten, die keine Asthma-Patientinnen und Patienten sind.ANTIVIRALE WIRKUNG VON STEROIDENWas wäre das?",BEKE SCHULMANN,SANDRA CIESEK
114,86_Das Beispiel Indien - Skript herunterladen.pdf,"Was für Erkenntnisse haben wir denn daraus? Hat also damals Maßnahmen ergriffen, die aber heute möglicherweise nicht mehr stattfinden.E484K ist es da.Wo man IgGs nicht findet.Die schützen den Einzelnen also.Können Sie denn irgendwie abschätzen aus den Daten, es wird ja nicht so viel sequenziert in Indien wie zum Beispiel in England, wie anteilig die Varianten da unterwegs sind? Also welche Rolle B.1.1.7 zum Beispiel spielt? Die Variante, die bei uns das Geschehen dominiert.Aber andersherum gefragt, man weiß, dass B.1.1.7 schon auch noch eine große Rolle spielt? Damit verbunden ist natürlich die Befürchtung, wenn man diese Bilder anguckt, die Variante und auch alle Varianten, die da unterwegs sind, machen die vielleicht doch kränker, als man das bisher weiß, unabhängig von dem Immunescape? Woran liegt das mit den jungen Leuten? Also, was für ein Immunescape gibt es da, wenn es denn einen kleinen gibt? Herr Drosten, Sie haben es schon angedeutet, dieses große Thema Antikörperpersistenz, also wie lange bleiben die Antikörper und wie lange bleiben welche Antikörper und was macht das mit der Bevölkerungsimmunität und dem Schutz auch vor Übertragung des Virus? Wir können jetzt aber aus diesem Wuhan-Befund noch nichts darüber sagen, wie sich das nach einer Impfung verhält, oder? Das ist schon eine Beobachtung.Um den Bevölkerungsschutz aufrechtzuerhalten.Das Sie es gerade schon selber angesprochen haben, die Frage: Wie groß muss denn der Anteil sein? Kann man so was sagen? Und es geht da nur um drei Monate, die man sich schützt und dann sagen kann: Jetzt vielleicht wäre eine Impfung möglich.Können wir das, ohne da jetzt in die Tiefe einzusteigen, mal kurz ins Verhältnis setzen zu dem, was wir wissen über die Risiken, die ganz allgemein für Schwangere und die werdenden Kinder von einer Covid-19-Erkrankung ausgehen? Nun könnte man auch sagen: Brauchen wir für den Bevölkerungsschutz eigentlich die Kinder überhaupt, für die Herden-Immunität? Aber eben auch trotz vieler schwach oder asymptomatischer Verläufe in der Mehrheit geht es schon auch noch um die Frage: Muss man die Kinder trotzdem schützen? Kann man daraus auch ableiten, dass man für diesen kleinen Bereich der Familie auch so einen kleinen ScreeningEffekt erreichen kann? Kann man über diesen Effekt schon was Weiteres sagen? Ist das was, was man noch mehr in den Blick nehmen muss?",KORINNA HENNIG,CHRISTIAN DROSTEN
115,86_Das Beispiel Indien.pdf,"Was für Erkenntnisse haben wir denn daraus? Hat also damals Maßnahmen ergriffen, die aber heute möglicherweise nicht mehr stattfinden.E484K ist es da.Wo man IgGs nicht findet.Die schützen den Einzelnen also.Können Sie denn irgendwie abschätzen aus den Daten, es wird ja nicht so viel sequenziert in Indien wie zum Beispiel in England, wie anteilig die Varianten da unterwegs sind? Also welche Rolle B.1.1.7 zum Beispiel spielt? Die Variante, die bei uns das Geschehen dominiert.Aber andersherum gefragt, man weiß, dass B.1.1.7 schon auch noch eine große Rolle spielt? Damit verbunden ist natürlich die Befürchtung, wenn man diese Bilder anguckt, die Variante und auch alle Varianten, die da unterwegs sind, machen die vielleicht doch kränker, als man das bisher weiß, unabhängig von dem Immunescape? Woran liegt das mit den jungen Leuten? Also, was für ein Immunescape gibt es da, wenn es denn einen kleinen gibt? Herr Drosten, Sie haben es schon angedeutet, dieses große Thema Antikörperpersistenz, also wie lange bleiben die Antikörper und wie lange bleiben welche Antikörper und was macht das mit der Bevölkerungsimmunität und dem Schutz auch vor Übertragung des Virus? Wir können jetzt aber aus diesem Wuhan-Befund noch nichts darüber sagen, wie sich das nach einer Impfung verhält, oder? Das ist schon eine Beobachtung.Um den Bevölkerungsschutz aufrechtzuerhalten.Das Sie es gerade schon selber angesprochen haben, die Frage: Wie groß muss denn der Anteil sein? Kann man so was sagen? Und es geht da nur um drei Monate, die man sich schützt und dann sagen kann: Jetzt vielleicht wäre eine Impfung möglich.Können wir das, ohne da jetzt in die Tiefe einzusteigen, mal kurz ins Verhältnis setzen zu dem, was wir wissen über die Risiken, die ganz allgemein für Schwangere und die werdenden Kinder von einer Covid-19-Erkrankung ausgehen? Nun könnte man auch sagen: Brauchen wir für den Bevölkerungsschutz eigentlich die Kinder überhaupt, für die Herden-Immunität? Aber eben auch trotz vieler schwach oder asymptomatischer Verläufe in der Mehrheit geht es schon auch noch um die Frage: Muss man die Kinder trotzdem schützen? Kann man daraus auch ableiten, dass man für diesen kleinen Bereich der Familie auch so einen kleinen ScreeningEffekt erreichen kann? Kann man über diesen Effekt schon was Weiteres sagen? Ist das was, was man noch mehr in den Blick nehmen muss?",KORINNA HENNIG,CHRISTIAN DROSTEN
